회사명,종목코드,상장일,총자산(요약재무),부채(요약재무),자본금(요약재무),매출액(영업수익),영업이익,당기순이익(포괄손익계산서),영업활동으로인한현금흐름,부채비율(표준재무),ROA(표준재무),ROE(표준재무),EBITDA마진율(표준재무),자기자본비율(표준재무),공모가 (원),공모금액 (천원),Unnamed: 17,총차입금/EBITDA(표준재무),총자산증가율(표준재무),유동자산증가율(표준재무),당좌자산증가율(표준재무),자기자본증가율(표준재무),매출액(영업수익)증가율(표준재무),영업이익증가율(보고서기재)(표준재무),EBITDA증가율(표준재무),순이익증가율(표준재무),순이익률(표준재무),유동비율(표준재무),현금비율(표준재무),유동부채비율(표준재무),이자보상배율(표준재무),재고자산회전율(표준재무),총자산회전율(표준재무),상장유형,증권구분,업종,상장주선인/,최초상장주식수 (주),상장일 시초가,상장일 종가
디티앤씨,187220,2014-12-17,31846599.0,20650662.0,2991500.0,20236298.0,5337690.0,4302122.0,5315344.0,184.45,18.03,51.65,34.34,35.16,18500,39534500,,1.59,100.51,211.84,211.84,104.89,50.92,80.83,64.31,75.21,21.26,135.21,87.07,73.77,6.34,,0.85,신규상장,주권,기타 과학기술 서비스업,키움증권(주),9437374,30000.0,26050.0
에이디테크놀로지,200710,2014-12-16,22056899.0,10878632.0,1422348.0,42418886.0,4154369.0,3042025.0,1438509.0,97.32,13.98,33.17,10.86,50.68,15000,15000000,,1.34,2.7,13.8,14.5,56.09,83.99,139.42,118.41,365.68,7.17,180.34,100.6,92.51,20.54,52.44,1.95,신규상장,주권,반도체 제조업,한국투자증권(주),4009695,6294.0,6528.0
비씨월드제약,200780,2014-12-15,42419404.0,16498403.0,830000.0,30375365.0,4048159.0,3334548.0,705384.0,63.65,8.23,13.73,17.39,61.11,15700,25999859,,1.1,9.88,7.66,7.27,14.34,19.14,41.52,29.55,-5.01,10.98,182.88,30.27,56.23,4.92,4.1,0.75,신규상장,주권,의약품 제조업,"대신증권(주),미래에셋증권 주식회사",5855723,13825.0,13405.0
알테오젠,196170,2014-12-12,8330921.0,2376622.0,1342500.0,5527341.0,1510743.0,1521600.0,1995140.0,39.91,21.66,31.19,29.63,71.47,26000,23400000,,0.11,45.67,32.36,32.36,56.6,39.59,-9.0,-3.26,6.12,27.53,739.44,566.92,16.58,12.81,,0.79,신규상장,주권,자연과학 및 공학 연구개발업,한국투자증권(주),5579333,25150.0,21500.0
SKC코오롱PI,178920,2014-12-08,263901502.0,51781865.0,18368700.0,133705041.0,39458876.0,25689542.0,45169367.0,24.41,9.73,12.21,38.82,80.38,8000,102400000,,0.52,-0.05,14.9,20.35,1.62,15.27,44.41,28.21,56.38,19.21,257.53,147.64,15.35,25.37,6.63,0.51,신규상장,주권,플라스틱제품 제조업,한국투자증권(주),29366322,7800.0,7580.0
대창스틸,140520,2014-12-05,225031238.0,141602753.0,6000000.0,334289188.0,9073754.0,4309614.0,26809477.0,169.73,1.76,5.24,3.37,37.07,2500,5500000,,8.4,-15.11,-21.77,-16.6,3.06,-9.48,16.69,15.32,12.92,1.29,82.18,1.08,154.22,1.97,7.1,1.36,신규상장,주권,1차 철강 제조업,하나증권주식회사,14566000,3089.0,3552.0
에프엔씨,173940,2014-12-04,21840624.0,13192997.0,2433600.0,24837997.0,3175093.0,1691179.0,1085707.0,152.56,8.57,25.34,17.2,39.59,28000,39200000,,0.0,24.0,13.81,11.47,84.06,11.37,-50.34,-35.05,-57.58,6.81,83.22,40.72,145.05,,155.0,1.26,신규상장,주권,오디오물 출판 및 원판 녹음업,유진투자증권(주),6302915,12618.0,13820.0
씨에스윈드,112610,2014-11-27,232502722.0,86555827.0,7142858.0,186253172.0,36748412.0,32637964.0,-1392926.0,59.31,14.53,24.57,20.23,62.77,43500,256650000,,1.09,7.2,74.33,68.53,21.95,-37.66,207.01,198.6,102.42,17.52,141.27,49.04,57.0,12.96,10.9,0.83,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업","삼성증권(주),미래에셋증권(주)",17285715,39150.0,33300.0
텔콘,200230,2014-11-24,32109526.0,9214468.0,2000000.0,46461625.0,10176122.0,8207222.0,12579270.0,40.25,30.17,43.38,22.36,71.3,14500,20300000,,0.31,43.96,41.89,53.74,53.18,31.9,81.78,79.53,83.25,17.66,313.32,158.61,38.49,67.81,15.46,1.71,신규상장,주권,통신 및 방송 장비 제조업,대신증권(주),5022000,1382.0,1176.0
디에이테크놀로지,196490,2014-11-19,22395953.0,13034813.0,881000.0,28862676.0,2734018.0,2080529.0,-627330.0,139.24,10.37,24.97,11.28,41.8,6600,9464400,,1.14,26.27,42.81,40.72,28.22,44.14,35.2,27.49,15.13,7.21,176.73,33.24,88.14,6.9,43.62,1.44,신규상장,주권,특수 목적용 기계 제조업,대신증권(주),5243700,7800.0,6680.0
삼성에스디에스,18260,2014-11-14,4603903489.0,929832219.0,38688900.0,4632856908.0,328654342.0,242860596.0,280874499.0,25.31,5.64,7.15,13.6,79.8,190000,1158924760,,0.02,14.9,23.26,22.14,17.63,4.73,-29.29,-13.3,-32.75,5.24,271.88,82.57,22.51,481.23,282.26,1.08,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","한국투자증권(주),골드만삭스증권 서울지점,제이피모간증권회사 서울지점",77377800,380000.0,327500.0
테고사이언스,191420,2014-11-06,15797659.0,2190095.0,1505660.0,6307120.0,1819512.0,1596167.0,522953.0,16.09,10.14,12.46,32.77,86.14,13500,7191437,,0.76,0.65,-0.97,-0.64,13.3,-0.81,-3.81,-1.3,-6.96,25.31,2274.27,1465.99,4.22,15.92,17.49,0.4,신규상장,주권,기초 의약물질 제조업,엔에이치투자증권(주),3560000,13500.0,15525.0
슈피겐코리아,192440,2014-11-05,40641660.0,4007018.0,2165000.0,54239831.0,11791820.0,9495252.0,9612129.0,10.94,26.16,30.71,22.2,90.14,27500,50875000,,0.0,27.21,37.57,55.46,45.39,16.66,16.79,17.22,64.49,17.51,794.43,567.32,10.47,1649.21,15.51,1.49,신규상장,주권,그외 기타 제품 제조업,삼성증권(주),6216363,37100.0,42650.0
영우디에스피,143540,2014-10-29,30203842.0,14884348.0,2055406.0,89649772.0,8860676.0,10239300.0,5740162.0,97.16,38.18,237.25,10.9,50.72,5000,6500000,,0.76,28.86,17.15,15.45,-329.07,218.16,-588.39,-823.38,흑전,11.42,95.65,28.84,95.25,5.44,641.63,3.34,신규상장,주권,특수 목적용 기계 제조업,키움증권(주),4606182,2085.0,2395.0
데브시스터즈,194480,2014-10-06,30330331.0,10281352.0,342000.0,61302554.0,24093444.0,22326467.0,23209963.0,51.28,142.0,280.16,39.46,66.1,53000,143100000,,0.0,2620.98,29036.91,28922.15,-587.71,7500.22,-1058.51,-1092.82,흑전,36.42,276.48,213.19,51.04,62.11,1103.2,3.9,신규상장,주권,소프트웨어 개발 및 공급업,엔에이치투자증권(주),10800000,71000.0,61000.0
감마누,192410,2014-08-14,27740628.0,6919114.0,1000000.0,29198185.0,2490963.0,2731586.0,14459483.0,33.23,10.42,14.04,11.83,75.06,11000,3960000,,0.0,12.26,14.44,17.69,15.1,-38.07,-53.6,-44.87,-44.56,9.36,339.04,258.99,33.23,,10.6,1.11,신규상장,주권,통신 및 방송 장비 제조업,한국투자증권(주),2406800,22000.0,18700.0
신화콘텍,187270,2014-08-08,35372044.0,20758405.0,2656478.0,51059038.0,8527689.0,6446399.0,7012184.0,142.05,22.59,59.41,20.83,41.31,9100,14560000,,0.82,63.0,68.5,96.14,106.22,60.1,120.87,109.77,175.65,12.63,174.7,41.19,82.95,16.54,13.05,1.79,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KB증권(주),7469661,7429.0,6441.0
쿠쿠전자,192400,2014-08-06,444278086.0,87520334.0,4901680.0,499499852.0,65113649.0,51216760.0,29968190.0,24.53,12.23,15.26,17.66,80.3,104000,254887360,,0.0,12.9,7.18,4.8,13.45,63.1,97.11,149.07,86.44,10.25,359.96,204.84,20.46,65971.28,11.7,1.19,신규상장,주권,가정용 기기 제조업,엔에이치투자증권(주),9803360,180000.0,207000.0
파버나인,177830,2014-08-04,59728773.0,32014249.0,1475000.0,119801923.0,9363785.0,6658580.0,13869040.0,115.51,11.25,27.33,10.1,46.4,12500,13750000,,1.15,1.84,1.45,-4.87,31.86,158.24,103.49,80.22,128.82,5.56,53.95,6.99,73.07,6.19,33.74,2.02,신규상장,주권,전자부품 제조업,"한국투자증권(주),케이비투자증권(주)",4083000,6150.0,6000.0
덕신하우징,90410,2014-08-01,75437010.0,37436924.0,2976000.0,104433515.0,13474886.0,11717698.0,19906527.0,98.52,17.42,36.26,14.85,50.37,13000,26000000,,1.42,27.65,7.36,4.5,42.67,9.55,51.86,45.55,81.01,11.22,147.03,19.4,78.16,15.29,10.66,1.55,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",KB증권(주),8012000,4340.0,4200.0
창해에탄올,4650,2014-07-30,89235251.0,24746915.0,2661825.0,69032688.0,8024346.0,14887332.0,6778674.0,38.37,15.98,24.88,17.01,72.27,8300,15777229,,1.31,-8.09,-13.65,-16.39,16.88,0.73,130.45,43.66,흑전,21.57,125.9,21.0,35.62,7.09,9.01,0.74,신규상장,주권,알코올음료 제조업,엔에이치투자증권(주),6175230,16600.0,14600.0
윈하이텍,192390,2014-07-25,42294957.0,19321962.0,487110.0,57400926.0,9316125.0,7122896.0,12142886.0,84.11,17.95,35.05,17.86,54.32,8300,21912000,,1.06,14.17,43.23,82.27,30.02,27.9,99.04,84.63,132.63,12.41,117.67,33.29,77.62,15.35,10.06,1.45,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",엔에이치투자증권(주),6600300,8903.0,10208.0
화인베스틸,133820,2014-07-22,202715486.0,144931207.0,12833220.0,224271237.0,24100040.0,16947610.0,37068880.0,250.81,8.34,34.83,15.21,28.51,4700,30237732,,2.73,-0.49,8.78,40.81,46.15,-8.03,75.45,45.68,152.10,7.56,78.67,5.72,174.49,3.4,4.01,1.1,신규상장,주권,1차 철강 제조업,KB증권(주),32100000,4490.0,5160.0
트루윈,105550,2014-07-11,44150696.0,31658299.0,2550000.0,51040533.0,8806217.0,7759023.0,6354215.0,253.42,20.89,90.1,27.82,28.29,10500,12600000,,1.69,46.44,97.47,85.88,164.02,128.36,553.64,250.57,911.30,15.2,88.07,15.54,189.87,6.73,10.11,1.37,신규상장,주권,자동차 신품 부품 제조업,하나증권주식회사,6336000,8500.0,7225.0
캐스텍코리아,71850,2014-05-27,180787372.0,106613655.0,4899044.0,135599601.0,8566983.0,7455820.0,13674696.0,143.74,4.32,10.51,9.41,41.03,6500,16250000,,5.51,9.81,5.47,12.9,9.56,6.63,-22.74,-18.62,2.12,5.5,111.48,1.95,85.1,3.31,7.31,0.79,신규상장,주권,자동차 신품 부품 제조업,한국투자증권(주),12373089,11500.0,9800.0
BGF리테일,27410,2014-05-19,1026686864.0,826113660.0,24640080.0,3076064179.0,94477769.0,61063796.0,223705147.0,411.88,6.21,34.71,6.27,19.54,41000,252561230,,0.0,9.26,45.01,56.13,32.58,7.51,73.66,32.85,74.18,1.99,67.06,54.54,350.85,5.46,60.23,3.13,신규상장,주권,종합 소매업,삼성증권(주),24640080,,
오이솔루션,138080,2014-02-27,40522458.0,30401798.0,2201333.0,66598764.0,6371804.0,5092124.0,13588091.0,300.39,13.15,38.89,12.13,24.98,10000,7769450,,1.32,9.73,12.1,29.34,-37.01,40.24,55.25,65.14,45.70,7.65,161.98,81.02,187.51,4.6,7.35,1.72,신규상장,주권,통신 및 방송 장비 제조업,대신증권(주),5179610,12285.0,14127.0
한국정보인증,53300,2014-02-04,40869765.0,13879879.0,10782500.0,31844036.0,4403661.0,4005800.0,6091698.0,51.43,10.12,16.04,19.59,66.04,1800,9720000,,0.0,6.79,3.34,3.92,17.64,5.34,9.03,10.52,8.05,12.58,192.03,127.65,48.95,,87.88,0.8,신규상장,주권,소프트웨어 개발 및 공급업,KB증권(주),26965000,2769.0,3184.0
이지웰페어,90850,2013-12-27,32982823.0,17256000.0,4431500.0,26985935.0,4411086.0,2938338.0,5203957.0,109.72,10.15,22.59,19.89,47.68,4400,4400000,,0.1,32.34,5.03,1.97,52.84,2.98,-13.94,-10.29,3.72,10.89,104.36,20.65,106.65,42.55,35.91,0.93,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),9893000,3500.0,4025.0
솔루에타,154040,2013-12-27,43874376.0,30505192.0,1950000.0,62834905.0,10572696.0,5287752.0,2797392.0,228.18,13.78,48.83,19.01,30.47,24000,24000000,,0.98,33.52,35.26,25.66,61.31,49.92,75.39,72.9,20.86,8.42,122.98,3.74,158.56,7.77,11.66,1.64,신규상장,주권,전자부품 제조업,키움증권(주),5129925,10800.0,11375.0
기가레인,49080,2013-12-19,79566037.0,53174771.0,5390075.0,56025599.0,12029748.0,8675766.0,8194191.0,201.49,18.41,55.19,25.45,33.17,5500,21786023,,2.54,442.15,430.1,1176.2,422.83,429.79,370.32,338.48,316.29,15.49,67.55,4.37,146.45,7.97,9.9,1.19,신규상장,주권,전자부품 제조업,하나증권주식회사,15963213,2401.0,2076.0
알티캐스트,85810,2013-12-06,94412340.0,57626999.0,7992498.0,65274786.0,13925074.0,4649195.0,6300115.0,156.66,5.78,14.41,25.97,38.96,8500,17000000,,1.37,42.34,55.3,55.44,32.66,4.46,38.36,8.12,-33.27,7.12,173.04,63.93,115.85,1.08,,0.81,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),18194997,8500.0,7940.0
현대공업,170030,2013-12-04,38623626.0,17632093.0,3653235.0,73712237.0,4644932.0,3762605.0,2074810.0,84.0,10.34,19.28,7.33,54.35,7500,22525763,,0.79,13.08,20.63,20.14,16.37,17.28,33.67,16.98,31.98,5.1,113.85,2.52,78.67,26.4,42.57,2.03,신규상장,주권,자동차 신품 부품 제조업,신영증권(주),10000000,5900.0,5073.0
엔브이에이치코리아,67570,2013-12-03,194486460.0,115003262.0,10000000.0,315240686.0,8255644.0,15714943.0,23626450.0,144.69,8.28,21.92,4.86,40.87,4500,38250000,,0.94,5.19,-4.92,-4.89,24.37,1.61,49.83,22.07,11.28,4.99,97.45,12.98,123.3,7.07,150.08,1.66,신규상장,주권,자동차 신품 부품 제조업,미래에셋증권(주),28722222,4440.0,4300.0
디엠티,134580,2013-11-26,47178405.0,15032249.0,3213717.0,90299531.0,9146575.0,8142635.0,6369537.0,46.76,19.64,30.16,11.85,68.14,5700,6113632,,0.05,20.83,25.67,36.49,33.92,65.85,113.95,90.7,119.64,9.02,355.81,139.71,39.18,768.68,14.05,2.09,신규상장,주권,통신 및 방송 장비 제조업,하나증권주식회사,7500000,3478.0,3998.0
신송홀딩스,6880,2013-11-21,153944607.0,27913940.0,4709035.0,1200000.0,-427410.0,-197257.0,-96734.0,22.15,-0.13,-0.16,-28.82,81.87,6500,23066277,,0.0,-0.27,-63.84,-63.84,-0.18,69.01,11.29,-1.08,적확,-16.44,113.62,6.33,0.14,,,0.01,신규상장,주권,회사 본부 및 경영 컨설팅 서비스업,엔에이치투자증권(주),11828858,,
라이온켐텍,171120,2013-11-19,54760870.0,18445694.0,4070000.0,93342274.0,20141103.0,14826970.0,13278006.0,50.79,31.77,50.96,22.16,66.32,12500,37011563,,0.56,41.89,13.59,18.41,66.02,16.5,63.71,59.76,59.39,15.88,196.3,42.63,30.87,30.94,16.21,2.0,신규상장,주권,기타 화학제품 제조업,하나증권주식회사,10163425,14200.0,16050.0
램테크놀러지,171010,2013-11-18,45949716.0,27548584.0,1926664.0,42747121.0,4294794.0,3397481.0,5714462.0,149.71,8.26,23.88,15.29,40.05,3900,4875000,,3.23,26.39,59.24,83.02,82.94,39.03,84.52,53.89,324.84,7.95,70.71,15.97,115.94,3.1,6.54,1.04,신규상장,주권,기초 화학물질 제조업,한국투자증권(주),6826647,4808.0,4092.0
에이씨티,138360,2013-11-08,30106977.0,6279187.0,2475000.0,17769035.0,5251271.0,5080693.0,3056949.0,26.35,19.64,23.95,32.63,79.14,8100,8505000,,0.1,39.15,45.67,7.2,28.1,25.96,86.07,77.49,86.31,28.59,357.23,123.43,24.31,208.0,2.18,0.69,신규상장,주권,기타 화학제품 제조업,한국투자증권(주),6000000,4014.0,3412.0
해성옵틱스,76610,2013-11-06,78244118.0,62085349.0,3274365.0,63893313.0,11357346.0,5260791.0,9378542.0,384.22,8.41,39.39,25.89,20.65,6600,21615330,,1.88,67.1,109.72,133.24,53.14,114.32,277.08,177.97,135.78,8.23,118.89,36.1,198.39,5.62,26.13,1.02,신규상장,주권,사진장비 및 광학기기 제조업,엔에이치투자증권(주),16375000,5358.0,4705.0
(주)내츄럴엔도텍,168330,2013-10-31,15855884.0,6904746.0,2167110.0,21632650.0,5118742.0,4393985.0,3031250.0,77.14,36.72,66.52,23.91,56.45,40000,21200000,,0.21,96.33,141.97,166.4,110.16,93.5,116.4,114.13,99.92,20.31,218.26,89.84,64.59,1132.21,17.93,1.81,신규상장,주권,자연과학 및 공학 연구개발업,키움증권(주),5260120,,
현대로템,64350,2013-10-30,3296561673.0,2195953899.0,319700000.0,3067678755.0,154759083.0,78435494.0,2230273.0,199.52,2.41,7.31,6.51,33.39,23000,622380000,,4.5,2.78,6.24,6.44,5.15,13.67,35.33,25.93,11.23,2.56,135.49,9.19,124.97,3.13,21.11,0.94,신규상장,주권,철도장비 제조업,미래에셋증권 주식회사,85000000,33700.0,38750.0
테스나,131970,2013-10-22,102908277.0,63566397.0,3063224.0,55251160.0,10831785.0,7942389.0,27250254.0,161.57,8.89,22.39,52.68,38.23,13500,9767952,,1.9,35.91,0.66,0.66,24.46,15.04,15.48,19.3,7.27,14.38,60.73,34.79,67.72,4.12,,0.62,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",키움증권(주),6850000,7698.0,6566.0
파수닷컴,150900,2013-10-18,21899470.0,8397249.0,3097210.0,20257736.0,3973953.0,4343702.0,1421424.0,62.19,21.93,37.63,27.21,61.66,5800,9280000,,0.76,23.62,29.81,29.81,40.9,25.99,246.6,124.91,130.60,21.44,281.25,57.48,34.15,24.43,,1.02,신규상장,주권,소프트웨어 개발 및 공급업,삼성증권(주),7929695,6000.0,6900.0
엘티씨,170920,2013-10-08,44095056.0,19913568.0,2291266.0,92876972.0,11465875.0,9478551.0,14576969.0,82.35,24.55,43.53,14.46,54.84,20500,26728474,,0.37,33.15,13.77,29.74,24.87,-1.96,40.38,45.13,29.36,10.21,235.1,131.2,39.36,14.08,19.52,2.41,신규상장,주권,기초 화학물질 제조업,키움증권(주),6550000,25000.0,21250.0
지엔씨에너지,119850,2013-10-02,61284854.0,38965031.0,1573334.0,60125103.0,3877825.0,3369322.0,3021714.0,174.58,5.85,15.93,7.32,36.42,6000,7200000,,6.36,13.84,11.62,-0.04,11.76,3.75,-20.92,-18.44,25.56,5.6,116.87,24.68,148.11,3.25,8.99,1.04,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",교보증권(주),4346667,4684.0,5386.0
아미코젠,92040,2013-09-12,23553292.0,7645943.0,1679740.0,16309704.0,5834904.0,4601258.0,2088768.0,48.07,23.31,35.97,40.24,67.54,25000,15762975,,0.72,47.83,108.13,110.37,64.42,122.67,1117.23,665.17,1371.18,28.21,418.68,116.32,16.67,21.69,13.53,0.83,신규상장,주권,도시락 및 식사용 조리식품 제조업,엔에이치투자증권(주),4125000,50000.0,57500.0
금호엔티,130500,2013-08-02,34027030.0,15167663.0,2300000.0,42405953.0,3369014.0,2824323.0,1141883.0,80.43,8.11,16.2,10.22,55.42,3100,7440000,,1.22,-4.42,-2.5,-2.04,17.76,-6.67,-15.81,-11.64,-14.50,6.66,109.53,9.55,71.68,13.83,22.81,1.22,신규상장,주권,기타 섬유제품 제조업,미래에셋증권(주),7000000,5058.0,5817.0
파이오링크,170790,2013-08-01,23077064.0,7694688.0,1971165.0,20156686.0,4038513.0,4887267.0,1398813.0,50.02,23.64,37.6,22.21,66.66,10500,12600000,,0.43,26.31,27.31,43.87,44.95,11.95,19.32,25.44,54.01,24.25,377.42,105.93,29.26,27.02,5.09,0.98,신규상장,주권,통신 및 방송 장비 제조업,케이프투자증권주식회사,5142330,18500.0,15750.0
KG ETS,151860,2013-07-24,165109774.0,87124778.0,18023760.0,93990322.0,15754606.0,10098356.0,18598045.0,111.72,6.03,13.49,24.94,47.23,3800,30827120,,2.68,-2.77,2.31,8.69,8.75,109.6,85.1,92.95,75.57,10.74,56.55,12.39,75.15,5.4,25.5,0.56,신규상장,주권,"증기, 냉·온수 및 공기조절 공급업",엔에이치투자증권(주),36000000,,
나스미디어,89600,2013-07-17,90674801.0,47052944.0,3819074.0,23462889.0,7613038.0,6454270.0,-4496832.0,107.87,7.05,15.69,33.81,48.11,8800,16887200,,0.0,-1.85,-0.93,-0.93,12.89,8.04,-2.51,-2.81,7.51,27.51,182.12,66.0,105.61,,,0.26,신규상장,주권,광고업,케이비투자증권(주),8246432,15050.0,15350.0
DSR,155660,2013-05-15,120755903.0,42982965.0,6000000.0,157152159.0,9752734.0,7879272.0,2878595.0,55.27,6.61,10.64,8.03,64.41,4000,16000000,,1.97,2.59,6.87,-5.73,10.63,-1.32,-4.08,-1.13,-0.68,5.01,170.26,8.03,52.14,17.44,5.88,1.32,신규상장,주권,기타 섬유제품 제조업,엔에이치투자증권(주),16000000,5000.0,5750.0
레고켐바이오,141080,2013-05-10,6923788.0,3569688.0,2761857.0,744280.0,-3251665.0,-2674458.0,-2309833.0,106.43,-39.9,-71.43,-426.79,48.44,15500,21700000,,-0.01,6.79,5.4,5.4,-18.87,843.48,10.56,7.14,적축,-359.33,355.56,300.17,54.47,-1050.96,,0.11,신규상장,주권,의약품 제조업,한국투자증권(주),5771250,,
윈팩,97800,2013-03-07,86182392.0,63448205.0,3691277.0,65494157.0,9953982.0,5400953.0,20525731.0,279.09,5.98,24.28,38.32,26.38,4000,10109624,,1.93,-8.74,-30.95,-37.59,4.47,12.12,-1.83,3.03,128.67,8.25,17.13,7.24,233.57,2.38,24.2,0.73,신규상장,주권,반도체 제조업,키움증권(주),14200000,4050.0,4340.0
코렌텍,104540,2013-03-05,31839608.0,37084334.0,2104158.0,11881638.0,-1473181.0,-3942111.0,2403905.0,-707.08,-14.04,175.53,0.1,-16.47,16000,19200000,,112.99,31.05,33.84,11.92,-796.4,61.32,-20.68,-101.51,적축,-33.18,151.81,36.79,-211.49,-0.59,2.03,0.42,신규상장,주권,의료용 기기 제조업,한국투자증권(주),7883661,15950.0,15550.0
제로투세븐,159580,2013-02-19,69923167.0,51619538.0,4270000.0,190745162.0,8438294.0,3650698.0,-3067616.0,282.02,5.7,22.15,5.6,26.18,8300,24900000,,1.16,20.21,11.43,-14.23,24.88,11.82,153.6,163.67,25.24,1.91,115.46,4.54,278.64,35.67,5.61,2.98,신규상장,주권,생활용품 도매업,KB증권(주),11540000,12500.0,12450.0
아이원스,114810,2013-02-07,49176375.0,29621606.0,3151760.0,43595344.0,7046545.0,5159780.0,10478975.0,151.48,11.94,31.89,21.76,39.76,4500,9884160,,2.45,32.1,3.14,-5.16,52.66,-9.94,54.79,37.14,25.89,11.84,47.14,5.77,122.27,5.31,14.43,1.01,신규상장,주권,특수 목적용 기계 제조업,엔에이치투자증권(주),8500000,2689.0,2539.0
우리이앤엘,153490,2013-02-05,185183902.0,130880683.0,11500000.0,256246952.0,34058930.0,23826175.0,9944119.0,241.02,15.77,43.72,15.22,29.32,4900,44100000,,0.84,58.17,98.01,108.29,-0.73,214.03,3776.72,791.45,928.90,9.3,137.23,3.08,179.83,5.84,10.27,1.7,신규상장,주권,반도체 제조업,KB증권(주),32000000,4227.0,4249.0
아이센스,99190,2013-01-30,82759532.0,23222238.0,4009727.0,52347044.0,9377316.0,7841214.0,9599221.0,39.0,9.91,14.0,25.01,71.94,19000,17100000,,1.09,9.68,-12.98,-30.31,13.52,38.43,59.43,40.86,34.11,14.98,250.18,75.26,25.04,24.4,4.15,0.66,신규상장,주권,의료용 기기 제조업,엔에이치투자증권(주),8969634,8532.0,8782.0
CS엘쏠라,159910,2012-12-27,20740101.0,8023981.0,3287382.0,16839055.0,4383277.0,4273398.0,3447290.0,63.1,31.39,56.11,30.14,61.31,10000,12000000,,1.11,219.65,116.27,102.48,405.45,118.74,195.97,120.95,237.60,25.38,253.22,91.73,27.13,14.43,12.25,1.24,신규상장,주권,기초 화학물질 제조업,키움증권(주),8074763,,
우리로광통신,46970,2012-11-27,31490170.0,14349077.0,2327550.0,25780758.0,8614302.0,8075125.0,6621534.0,83.71,29.29,65.39,40.07,54.43,10300,21504103,,1.04,33.17,62.38,49.12,126.8,35.44,132.34,118.53,196.00,31.32,182.94,35.22,38.0,14.88,14.42,0.94,신규상장,주권,반도체 제조업,미래에셋증권(주),6742878,4153.0,4203.0
디젠스,113810,2012-11-22,79863703.0,58496717.0,6000000.0,109763332.0,7576159.0,5154163.0,3654340.0,273.77,7.04,26.7,8.15,26.75,1800,9000000,,2.98,19.92,31.07,40.61,23.93,10.04,65.08,31.47,77.36,4.7,79.04,3.58,232.05,3.86,11.22,1.5,신규상장,주권,자동차 신품 부품 제조업,엔에이치투자증권(주),18250000,1621.0,1617.0
지엠비코리아,13870,2012-11-20,314095959.0,173318795.0,8300000.0,423277880.0,28658223.0,23197116.0,25561577.0,123.12,7.87,17.62,9.38,44.82,6000,34313160,,1.59,14.12,19.51,18.88,14.82,19.37,14.56,18.27,19.75,5.48,109.3,3.43,97.41,8.99,10.1,1.44,신규상장,주권,자동차 신품 부품 제조업,신한투자증권 주식회사,19072280,5990.0,5810.0
와이엠씨,155650,2012-11-15,27263570.0,15144768.0,1550000.0,42093382.0,6272233.0,5336835.0,902169.0,124.97,23.26,56.53,17.47,44.45,6000,11677914,,1.23,46.37,83.51,52.75,79.19,20.89,39.47,46.39,41.62,12.68,251.63,87.76,54.41,11.59,9.65,1.83,신규상장,주권,전자부품 제조업,엔에이치투자증권(주),9731593,3635.0,3690.0
씨제이헬로비전,37560,2012-11-09,1086640213.0,557302207.0,173157238.0,581943670.0,129618253.0,76356970.0,177337746.0,105.28,7.44,18.1,43.43,48.71,16000,293210336,,1.25,12.64,19.12,15.34,68.25,34.02,46.77,52.21,44.23,13.12,53.7,9.44,51.21,4.54,157.58,0.57,신규상장,주권,텔레비전 방송업,"미래에셋증권 주식회사,iM증권,제이피모간증권회사 서울지점",69262895,19301.0,17949.0
아바텍,149950,2012-11-06,63871809.0,13673153.0,6525000.0,44327446.0,5386020.0,6477511.0,7898071.0,27.24,13.91,17.53,15.55,78.59,6300,18585000,,0.91,118.18,104.18,132.53,111.7,-4.09,-7.86,-18.99,-14.44,14.61,142.19,71.74,23.36,32.68,26.18,0.95,신규상장,주권,전자부품 제조업,한국투자증권(주),16000000,9900.0,10550.0
코이즈,121850,2012-09-27,32815811.0,16564276.0,2067177.0,27188121.0,6650131.0,5542457.0,5877156.0,101.92,19.26,38.94,27.75,49.52,7500,8850000,,1.53,32.58,40.25,45.16,33.08,47.38,80.69,33.42,60.86,20.39,112.92,36.94,65.7,9.96,38.33,0.94,신규상장,주권,플라스틱제품 제조업,한국투자증권(주),6156166,9000.0,9050.0
우양에이치씨,101970,2012-07-26,233180653.0,182646620.0,4780092.0,,,,,361.43,3.18,15.02,0.0,21.67,5500,13915000,,,9.96,13.41,12.68,15.2,31.94,8.05,15.63,57.33,4.22,91.5,8.59,331.72,1.56,,0.75,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",한화투자증권(주),12090183,5120.0,5080.0
